EIN_value,Name,State,City,NTEE_Code,FormAndInfoAndMaterialsTxt,RecipientPersonNm,SubmissionDeadlinesTxt,RestrictionsOnAwardsTxt,OnlyContriToPreselectedInd,CurrentYearGrantAmount
521323628,The Gregory Foundation Charitable Trust,ME,Ne Harbor,T20,"APPLICATIONS MAY BE SUBMITTED IN LETTER FORM AND SHOULD INCLUDE DESCRIPTIVE BROUCHURES, PAMPHLETS, ETC. OR A NARRATIVE DESCRIPTION OF THE RELIGIOUS PROGRAMS OR ACTIVITIES FOR WHICH THE GRANT IS SOUGHT. APPLICANTS WILL ALSO BE REQUIRED TO SIGN A STATEMENT OF TERMS AND CONDITIONS OF THE GRANT.",BRUCE GREGORY,THERE ARE NO SUBMISSION DEADLINES FOR GRANT APPLICATIONS.,"AWARDS OF GRANTS ARE RESTRICTED TO THE FOUNDATION'S PURPOSE OF SUPPORTING CHRISTIAN ACTIVITIES. OTHER THAN THE OVERALL LIMITATION, THERE ARE NO RESTRICTIONS OR LIMITATIONS ON AWARDS, SUCH AS GEOGRAPHICAL AREAS OR TYPES OF RECIPIENTS.",no,
465660420,Phyllis Margolius Family Foundation Inc,DC,Washington,T20,"LETTER, WEBSITE APPLICATION",PHILIP MARGOLIUS,NONE,EXEMPT ORGANIZATIONS UNDER IRC SECTION 501(C)(3) FOR PUBLIC CHARITABLE PURPOSES,no,
276368479,Scott Reed Family Charitable Foundation,WV,Wheeling,T20,WRITTEN FORM WITH DESCRIPTION OF CHARITABLE PURPOSES AND EVIDENCE OF CHARITABLE/EXEMPT STATUS UNDER INTERNAL REVENUE CODE SECTION 501(C)(3).,SCOTT D REED,NONE,LIMITED TO DISTRIBUTIONS FOR CHARITABLE PURPOSES UNDER 501(C)(3).,no,
611467176,Lola G Duff & William Duff Ii Scholarship Fund,PA,Pittsburgh,B82,SEE WEBISTE FOR MORE INFORMATION AT _s://learnmore.scholarsapply.org/duffscholarship/,CO SCHOLARSHIP AMERICA,SEE WEBSITE FOR MORE INFORMATION _s://learnmore.scholarsapply.org/duffscholarship/,"ALLEGHENY COUNTY, PA STUDENTS OF PROTESTANT FAITH, AND ATTENDING A FULL-TIME PROGRAM LEADING TO AN INITIAL BACHELOR'S DEGREE",no,
562298823,Clark Family Foundation,GA,Alpharetta,T90,APPLICANT SHOULD SUBMIT THEIR REQUEST IN WRITING.,ANN H CLARK,NONE,NONE,no,
396611696,Leila Kohl Scholarship Tr,IL,Chicago,B82Z,COMPLETE APPLICATION,SCHOOL DISTRICT OF TOMAHAWK,NONE,THE PURPOSE OF THE TRUST IS TO GENERATE INVESTMENT INCOME TO PROVIDE SCHOLARSHIPS OF ADVANCED EDUCATION TO QUALIFYING STUDENTS WHO HAVE GRADUATED FROM THE TOMAHAWK SCHOOL SYSTEM.,no,
237375850,Gifford Rudin Foundation Inc,NJ,Manalapan,,LETTER REQUEST,RICKY S KAPLAN CPA,NONE,NONE,no,
133986239,Ong Family Foundation,NY,New York,T90Z,,ONG FAMILY FOUNDATION CO LAW OFFICE,,,no,
416022591,Baker Foundation,MN,Minneapolis,,,SANDRA SHERMAN,,,no,
746216234,Marguerite R Edwards Scholarship Tr,TX,Dallas,,FORMAL APPLICATION FORM FROM SCHOOL,ALVIN HIGH SCHOOL PRINCIPAL,AS DETERMINED BY THE SCHOOL EACH YEAR IN FEBRUARY OR MARCH,"THE TRUST, BY ITS TERMS, IS LIMITED TO GRADUATING SENIORS OF ALVIN ISD",no,
831421335,Joseph Tse Charitable Works Foundation,CA,Cotati,T20,Written request,A Tse Family Foundation,Calendar year end,Board discretion,no,
237171119,Townsend Society Of America,NY,Oyster Bay,A54,,NICOLE MENCHISE DIRECTOR,,,no,
742522314,Esther Mcculloch Dansby And Pauline Mcculloch Grant Foundation Inc,TX,Bryan,,SEE ATTACHMENT,ESTHER MCCULLOCH DANSBY PAULINE MCC,NONE,SEE ATTACHMENT,no,
473797993,Short Go Ministries,TX,Paris,O50,WRITTEN OR TELEPHONE CALL,JAMIE BAKER,NONE,NONE,no,
956145871,Field Family Fund,CA,Cerritos,,NONE,IRWIN S FIELD,NONE,NONE,no,
810772404,Phil & Karen Hunke Family Foundation,TX,Boerne,T20,IN WRITING,PHILIP H HUNKE,NONE,NONE,no,
810876820,Jeffrey And Mary Smith Family Foundation,NJ,Englewood,T20,NONE,MARY H SMITH,NONE,NONE,no,
746035096,George Ball Charity Association Of Galveston Texas,TX,Galveston,,written application,Douglas Rogers,December 31,,no,
823313027,Ram And Lakshmi Sundaram Foundation,CA,La Jolla,T22,"The Ram and Lakshmi Sundaram Foundation provides grants to organizations that satisfy the mission of the FoundationTo provide resources and support to improve the lives of culturally, socially and economically disadvantaged persons. The Foundation provides grants to organizations in the United States that have been determined by the IRS to be 501(c)(3) charities. Many organizations solicit the Foundation for grants. It is the responsibility of the Foundation to identify and determine those groups that effectively meet the mission of the Foundation. Contribution requests that will be considered by the Foundation include the following categories: Requests for funds for general operating support or program related supportRequests for sponsorship of functions or events in support of non-profit organizationsRequests for grants will be reviewed by the Foundation. All grant requests must be made in accordance with this policy. The Foundations award letter specifies the terms of the grant, inc",LAKSHMI SUNDARAM,NONE,"The following categories are ineligible for CRA charitable contributions: Political, labor, fraternal organizations or civic clubs Religious organizations for sectarian purposes National health organizations or advocacy groups representing a specific disease Travel events, including student trips and tours Scholarship or fellowship assistance for a specified individual Memorial Campaigns Dues for membership of any group or organization Requests for other special advertising requests or premium items",no,
716102641,Clarence E Anthony Charitable Tr,AR,Little Rock,,"WRITTEN REQUEST DETAILING PROPOSED USE OF FUNDS AND QUALIFICATION AS CHARITABLE INSTITUTION IN ACCORDANCE WITH LINE 2(D), BELOW EMPLOYER ID AND A COPY OF EXEMPTION LETTER FROM THE IRS.",ANITA A DAVIS,NONE,"CHARITABLE ORGANIZATIONS WHICH WILL BE GIVEN PREFERENCE FOR DISTRIBUTIONS ARE: (1) ESTABLISHED AND RECOGNIZED RELIGIOUS ORGANIZATIONS; (2) RECOGNIZED, ACCREDITED, CHURCH-SUPPORTED COLLEGES AND UNIVERSITIES; (3) CHARITABLE INSTITUTION IN MURFREESBORO, AR; (4) CHARITABLE INSTITUTION IN THE STATE OF ARKANSAS; (5) CHURCH-SUPPORTED ORPHANAGES 6)ORGANIZATIONS WORKING TO SUPPORT INDIVIDUALS IN NEED",no,
237024746,The Goodwin Levine Foundation Inc,AZ,Fountain Hls,,NONE,DOUGLAS I GOODWIN,NONE,NONE,no,
223186876,Broughton Charitable Foundation,MA,Brookline,,Letters describing the petitioning organization and proposed use of grant,Watson Reid,,"Grants limited to funding or support of charitable, education, etc.",no,
260152202,Tma Chicago Midwest Memorialscholarship Foundation,IL,Frankfort,B82,"COMPLETED APPLICATION, TWO LETTERS OF RECOMMENDATION, SCHOOL TRANSCRIPTS, ESSAY AND SPONSOR'S CONTACT INFORMATION.",CHRIS GLATZ,MAY 2022,"APPLICANTS FOR THE SCHOLARSHIPS MUST BE EITHER A PERSON WHO IS, OR A DEPENDENT AND/OR RELATIVE OF (1) A CURRENT CHICAGO/MIDWEST CHAPTER MEMBER; (2) A FORMER MEMBER WHO HAS DIED, BECOME DISABLED OR RETIRED FROM THE INDUSTRY; OR, LASTLY, (3) A PERSON WHO HAS WORKED IN THE INDUSTRY AND HAS BEEN REFERRED TO THE COMMITTEE BY CRITERIA NUMBER ONE OR TWO.",no,
20439653,Dodge Scholarship For Girls,NH,Manchester,,Applications provided to Manchester High School Central to disseminate.,Richard Thorner Esq,End of school year.,Manchester HS Central women pursuing liberal arts degrees at non-denominational colleges/univ.,no,
842549813,Cantor Injury Law Charitable Foundation Inc,MO,Saint Louis,T23,CONTACT MR. CANTOR FOR APPROPRIATE INFORMATION,MARK CANTOR,NO,NO,no,
392001599,Eloise Rueping Atkinson Foundation Inc,WI,Fond Du Lac,T22,NO SPECIFICATIONS,JUDY C PIERNER,NONE,STATE OF WISCONSIN,no,
710849172,Pyar Fatima Karim Foundation,AL,Madison,T22,WRITE TO ABOVE ADDRESS FOR FORMS,DR NOOR GILLANI,NONE,NONE,no,
237423943,Trull Foundation,TX,Palacios,,APPLICATIONS MUST BE SUBMITTED ONLINE AT WWW.TRULLFOUNDATION.ORG.,NELLIE LEE,NONE.,"NO SCHOLARSHIPS OR OTHER FUNDS ARE GRANTED TO INDIVIDUALS. FUNDS ARE ONLY GRANTED TO ORGANZIATIONS WITH A CURRENT INTERNAL REVENUE 501C(3) DOCUMENT OR TO: (1) DEPARTMENTS, AGENCIES, AND OTHER SERVICES OPERATED WITHIN FEDERAL, STATE, OR LOCAL GOVERNMENT AGENCIES AND (2) INSTITUTIONS AND AGENCIES AFFILIATED WITH ORGANIZED RELIGIONS AND RELIGIOUS BODIES.",no,
832782128,George And Melodie Rogers Foundation,CA,Fresno,W12,,MELODIE ROGERS,,,no,
816410366,Darrell K Cales Trust,WV,Charleston,T22,NO SPECIFIC FORM IS REQUIRED. ALL REQUESTS SHOULD OUTLINE THE SPECIFIC PURPOSE AND TIMELINE.,JOHN BUCKLAND,THERE ARE NO SPECIFIC SUBMISSION DEADLINES,"SCHOLARSHIPS ARE LIMITED TO GRADUATES OF GREENBRIER WEST HIGH SCHOOL. ALL OTHER GRANTS (GOVERNMENTAL, CHARITABLE OR RELIGIOUS) ARE LIMITED TO THE DESIGNATED GEOGRAPHIC AREA OF WESTERN GREENBRIER COUNTY AND SUMMERS COUNTY, WEST VIRGINIA.",no,
260269708,Thomas Michael Jennings Foundation,MI,Swartz Creek,T20,"MUST SUBMIT COMPLETED APPLICATION ALONG WITH ACT/SAT SCORES, OFFICIAL HIGH SCHOOL TRANSCRIPTS AND 300 WORD ESSAY.",THOMAS MICHAEL JENNINGS FOUNDATION,APRIL 14TH,NONE,no,
815462675,Katzs Refuah Fund Inc,NY,Staten Island,Y12,,,,"GRANTS WILL, GENERALLY, ONLY BE MADE TO MEMBERS OF THE COMMUNITY KNOWN TO THE DIRECTORS TO BE IN NEED.",no,
116047540,Michaels Philanthropic Foundation,NY,Hewlett,,"MUST PROVE AND STATE THAT THE EXCLUSIVE PURPOSE FOR WHICH MONEY REQUESTED IS FOR CHARITABLE, RELIGIOUS, SCIENTIFIC OR EDUCATIONAL PURPOSES.",JAMES MICHAELS,NONE,NONE,no,
202006253,Joseph G Kearns And Agnes K Kearns Foundation,NY,Cooperstown,T20,,,,,no,
376055435,Henry M Staley Declaration Of Charitable Trust,IL,Springfield,,"STATEMENT OF PURPOSE, SPECIFIC NEEDS, SPECIFIC BUDGET, PROJECTED BENEFITS & DETAILED PROGRAM.",MARK E STALEY TRUSTEE,NONE,"LIMITED TO PUBLIC CHARITABLE ORGANIZATIONS FOR THE FURTHERANCE OF THEIR SPECIFIED PURPOSES AND THAT, WHERE APPLICABLE, MEETS THE STANDARDS OF CBBB AND/OR NCIB.",no,
472686476,Earl W And Patricia B Colvard Charitable Foundation,FL,Deland,T20,GENERAL DESCRIPTION OF CHARITABLE PURPOSE FOR WHICH FUNDS ARE BEING REQUESTED. AMOUNT OF REQUEST TIMING OF NEED FOR FUNDS.,EARL W COLVARD,OCTOBER 31,NONE,no,
386089457,Hurst Foundation,MI,Jackson,,SEE BELOW,THE HURST FOUNDATION,OCTOBER 1,LETTER DESCRIBING REASON FOR REQUESTING FUNDING AND AMOUNT. CURRENT FINANCIAL STATEMENT & BUDGET. LIST OF DIRECTORS. OTHER SOURCES YOU ARE REQUESTING FUNDING FROM FOR THIS PROJECT. COPY OF TAX EXEMPTION LETTER.,no,
271915360,Martin J And Mary Pat Ortenzio Family Foundation,PA,Mechanicsburg,T20,A LETTER STATING REQUEST FOR FUNDS AND EXPLANATION OF NEED,MARTIN J ORTENZIO,APPLICATIONS ARE ACCEPTED AT ANY TIME,"GRANTS ARE PRIMARILY TO CHARITABLE ORGANIZATIONS THAT CARRY ON COMMUNITY-ORIENTED, EDUCATIONAL OR SPECIAL PURPOSE CHARITABLE ENDEAVORS. THE FOUNDATION EXPECTS TO FUND OTHER CHARITABLE ORGANIZATIONS ENGAGING IN CHARITABLE ACTIVITIES. THE FOUNDATION IS NOT AUTHORIZED UNDER TERMS OF THE TRUST TO MAKE GRANTS TO INDIVIDUALS.",no,
582437841,Peyton Foundation Inc,GA,Johns Creek,,WRITTEN REQUEST STATING PURPOSE,C PEYTON DAY,NONE,RESTRICTED TO FUNDS AVAILABLE,no,
356030107,Hill Foundation Inc,IN,Richmond,,GRANT LETTER REQUEST,SARAH BRADLEY,NONE,NONE,no,
640811138,Better Life Foundation,MS,Jackson,,"PROSPECTIVE RECIPIENT'S REQUEST SHOULD INCLUDE ITS NAME & GENERAL PURPOSE, AMOUNT REQUESTED, AND SPECIFIC PURPOSE OF FUNDS",VAUGHAN W MCRAE,NONE,NONE,no,
510181036,Pioneer Fund Inc,MD,Potomac,T20,letter describing project and budget,Richard Lynn,none,related to goals of foundation including human genetics,no,
363701346,Leestma Family Foundation,CA,San Rafael,,Letter,Leestma Family Foundation,,,no,
746451982,Heffel Memorial Scholarship Trust,WI,Madison,B82I,NO STANDARD APPLICATION IS REQUIRED,MARISSA HANSEN,NONE STATED,MUST BE A CURRENT GRADUATING SENIOR FROM EVANSVILLE HIGH SCHOOL,no,
411769917,Minnesota State Elks Association Charitable Tr,MN,Worthington,S80,Standard admission form and recommendations from instructors,Youth or Veterans,January,Most scholarships are $2000 for college and $500 for trade school,no,
352049784,The Edgar And Roberta Mulzer Foundation Inc,FL,Naples,Z99Z,THERE IS NO FORMAL APPLICATION PROCESS,THE EDGAR ROBERTA MULZER FOUNDATION,NONE,NONE,no,
760464978,Harriet And Joe Foster Foundation,TX,Houston,T20,WRITTEN REQUEST,HARRIET R FOSTER,NONE,NONE,no,
760464978,Harriet And Joe Foster Foundation,TX,Houston,T20,WRITTEN REQUEST,HARRIET R FOSTER,NONE,NONE,no,
760464978,Harriet And Joe Foster Foundation,TX,Houston,T20,WRITTEN REQUEST,HARRIET R FOSTER,NONE,NONE,no,
760464978,Harriet And Joe Foster Foundation,TX,Houston,T20,WRITTEN REQUEST,HARRIET R FOSTER,NONE,NONE,no,
650258064,Kalkus Foundation Incorporated,NJ,Fairfield,,CHARITABLE APPLICATIONS SHOULD BE IN WRITING AND SHOULD INCLUDE A DESCRIPTION OF THE CHARITY,LARA PURCHASE CO LAMAR COMPANIES,NONE,NONE,no,
810405790,Red Lodge Festival Of Nations Inc,MT,Red Lodge,,APPLICATIONS SHOULD BE SUBMITTED USING THE PRESCRIBED SCHOLARSHIP APPLICATION FORM.,THE BOB MORAN MEMORIAL SCHOLARSHIP,SCHOLARSHIP DEADLINES ARE EACH APRIL. THERE ARE NO DEADLINES FOR GRANT REQUESTS.,"ELIGIBLE CANDIDATES FOR THE BOB MORAN MEMORIAL SCHOLARSHIP MUST BE HIGH SCHOOL SENIORS RESIDING IN CARBON COUNTY AND PLANNING TO ENROLL IN A POST-SECONDARY EDUCATIONAL PROGRAM TO STUDY LANGUAGE, CULTURE, HISTORY, OR THE ARTS INCLUDING CULINARY OR TECHNICAL ARTS.",no,
271443518,A Jones Foundation Inc,FL,Longwood,T12,APPLICATIONS TO BE SUBMITTED IN WRITING.,ANDREW J JONES,NO,NO,no,
201907993,Richard & Nancy Heiss Family Foundation,MI,Novi,T20,Letter explaining tax exempt purpose and 501(c)(3) exemption letter.,NANCY HEISS,,,no,
541448945,Cosgive Foundation,VA,Mclean,,VARIABLE,THE COSGIVE FOUNDATION,NONE,NONE,no,
46885196,Kobren Fam Charitable Tr,FL,Sarasota,T20,LETTER REQUEST WITH ANY RELEVANT SUPPORTING DOCUMENTATION.,ROSE-ANNE B FRANO,NONE,NONE,no,
860397278,Babbitt Brothers Foundation,AZ,Flagstaff,,NO SPECIAL FORMAT,JAMES BABBITT THE BABBITT BROTHERS,NONE,NONE,no,
823395369,Ciarrocchi Family Foundation,PA,Bensalem,T20,,PETER CIARROCCHI JR,,,no,
461607779,Burkland Foundation,PA,Ligonier,T20,,W ELLIOTT BURKLAND,NONE,NONE,no,
336017847,James L White Foundation,CA,Palm Desert,,THE FOLLOWING SHOULD BE SUBMITTED: 1) COPIES OF ORGANIZATIONAL DOCUMENTS 2) 501(C) STATUS 3) MISSION STATEMENT 4) FINANCIAL STATEMENTS 5) WRITTEN REQUEST,PAUL STODDARD,MAY 15TH & NOVEMBER 15TH,INLAND EMPIRE GEOGRAPHICAL AREA,no,
311533046,E Kenneth And Esther Marie Hatton Foundation,OH,Cincinnati,T22,PLEASE CONTACT THE FOUNDATION,ANNEMARIE HENKEL,NONE,"FOUNDATION'S FOCUS IS ON CIVIC & ARTS PROGRAMS, FAITH- BASED PROGRAMS, HOMELESS/POVERTY PROGRAMS, MEDICAL & HEALTH ORGANIZATIONS, PROGRAMS FOR PEOPLE WITH SPECIAL NEEDS AND THEIR FAMILIES, SPORTS AND YOUTH DEVELOPMENT PROGRAMS, AND VETERANS.",no,
382525817,Blaske Hill Foundation,MI,Ann Arbor,,APPLICATION FOMRS AND INFORMATION ARE AVAILABLE AT THE ABOVE LOCATION.,THOMAS H BLASKE,MARCH 15,"SCHOLARSHIPS FOR COLLEGIATE STUDY FOR GRADUATES OF BATTLE CREEK CENTRAL, ST. PHILIP, AND NILES HIGH SCHOOLS.",no,
310653526,Louise Taft Semple Foundation,OH,Cincinnati,,PLEASE REFER TO THE WEBSITE: HTTP://IGNITEPHILANTHROPY.COM/GRANT-SEEKERS/LOUISE-TAFT-SEMPLE-FOUNDATION/ FOR SPECIFIC GRANT GUIDELINES AND DEADLINES,TERESA HOELLE IGNITE PHILANTHROPY,WEBSITE: HTTP://IGNITEPHILANTHROPY.COM/GRANT-SEEKERS/LOUISE-TAFT-SEMPLE-FOUNDATION/,PLEASE REFER TO THE WEBSITE: HTTP://IGNITEPHILANTHROPY.COM/GRANT-SEEKERS/LOUISE-TAFT-SEMPLE-FOUNDATION/ FOR SPECIFIC GRANT GUIDELINES AND DEADLINES,no,
66026054,Swindells Charitable Foundation Trust 1,TX,Dallas,,SEE ATTACHED STATEMENT,AMY LYNCH - BANK OF AMERICA,SEE ATTACHED STATEMENT,SEE ATTACHED STATEMENT,no,
756234715,Frank A & Gladys F Chamberlain Scholarship Fund,TX,Rockwall,T20,"A FINANCIAL AID FORM SHOULD BE FILED WITH THE STUDENT FINANCIAL AID AT TARLETON STATE UNIVERSITY. INCLUDE IN THE COMMENTS SECTION ""FOR CHAMBERLIN SCHOLARSHIP CONSIDERATION"".",TRACY KING TARLETON STATE UNIVERSIT,DEADLINE FOR SUBMISSION IS APRIL 15TH. GRANTS ARE AWARDED AFTER JUNE 15TH.,"7 UNDERGRADUATE AND 7 GRADUATE SCHOLARSHIPS AWARDED TO NEEDY ERATH COUNTY, TEXAS HIGH SCHOOL GRADUATES AND TARLETON STATE UNIVERSITY STUDENTS. TARLETON STATE UNIVERSITY STUDENTS, WHO ARE ERATH COUNTY RESIDENTS, WILL BE CONSIDERED FIRST.",no,
223556389,Miller Family Foundation Inc,NJ,Voorhees,T22Z,COMPLETED PROPOSAL PROVIDING FOR INTENDED DONEES AND A FINANCIAL AND NARRATIVE HISTORY OF INTENDED DONEE,BERNARD R MILLER,NONE,NONE,no,
367687794,Michael T Odonnell Foundation,IL,Chicago,T22,NO FORMAL FORMS,JOHN AND DIANE O'DONNELL,NO SUBMISSION DEADLINES,NO RESTRICTIONS EXCEPT ORGANIZATIONS MUST BE QUALIFIED 501 (C) (3) ORGS,no,
431558297,Fayette Area Community Trust,MO,Fayette,T31,"WRITTEN GRANT APPLICATION FORM WITH THE FOLLOWING MANDATORY ATTACHMENTS: 1.COPY OF ORGANIZATIONS GOVERNING BODY APPROVAL OF THE APPLICATION. 2. CURRENT COPY OF IRS LETTER STATING ORGANIZATION IS TAX EXEMPT UNDER 501(C)(3) OR AN EXPLANATION, IF ORGANIZATION IS A GOVERNMENT ENTITY AND AUTOMATICALLY TAX EXEMPT. 3.TWO BIDS FOR EQUIPMENT, LABOR COSTS, OR OTHER ITEMS PROPOSED FOR PURCHASE.",COMMERCIAL TRUST COMPANY,APPLICATIONS ARE ACCEPTED AT ANY TIME.,APPLICATION WILL NOT BE CONSIDERED IF: 1. PROJECT HAS ALREADY BEEN COMPLETED. 2. THE REQUEST IS FOR ONGOING OPERATING EXPENSES. 3. IT IS NOT LOCATED IN OR SERVING THE FAYETTE COMMUNITY. 4. IT DOES NOT EXPLAIN THE APPLICATION ISSUES AS IT APPLIES TO SERVICES/PROGRAMS THE ORGANIZATION PROVIDES. 5. MANDATORY ATTACHMENTS ARE NOT ATTACHED TO THE APPLICATION.,no,
363487518,Jack R And Kay S Grossman Charitable Foundation,IL,Chicago,,Applications should be in writing and include a history of the organization.,Kay S Grossman,No submission deadlines.,"Restricted to religious, educational, civil rights and health research organizations.",no,
411957943,Jim And Diane Mccarthy Foundation,FL,Bonita Spgs,T22,NO SPECIFIC FORMAT REQUIRED,JAMES R OR DIANE M MCCARTHY,NO SPECIFIC DEADLINES,NO SPECIFIC RESTRICTIONS,no,
136146654,The Robert Goelet Foundation,IL,Chicago,,no application form,JPMorgan Chase Bank NA C Berozsky,none,limited to IRC Section 501 C 3 organization chosen by the trustee,no,
566271497,W Raleigh Carver Tr Uw First Union Natl Bank Ttee,NV,Las Vegas,,"Online Appl. Offical Tran SAT/ACT Scores for applicants who are high school seniors if taken FAFSA, W8 or W9",CSA,January 18TH,"Be high school senior or current undergraduate, be in good academic standing, reside outside the city limits of Elizabeth City, NC and within Pasquotank County, NC.",no,
363718847,Society For The Study Of School Psychology,NJ,Lawrenceville,A33Z,SEE ATTACHED,DR THOMAS KUBISZYN,SEE ATTACHED,SEE ATTACHED,no,
463980009,Coleman Foundation,AL,Midland City,T20,INDIVIDUALS AND SERVICE ORGANIZATIONS DRAFT A PROPOSAL AND OUTLINE HOW THEY WILL USE ANY GRANTED FUNDS.,JOHN C COLEMAN,NO SUBMISSION DEADLINES.,"PRIMARILY, BUT NOT LIMITED TO, ALABAMA. THE FOUNDATION PROVIDES ACADEMIC SCHOLARSHIPS TO THE CHILDREN, GRANDCHILDREN, OR DEPENDENTS OF ASSOCIATES WORKING WITH COLEMAN WORLD GROUP AND/OR ITS AFFILIATES. THE FOUNDATION ALSO PROVIDES FUNDING TO SERVICE ORGANIZATIONS IN AND AROUND THE STATE OF ALABAMA.",no,
311709120,Lawrence Charitable Foundation,NY,Lawrence,T22,LETTERS OF RECOMMENDATIONS AND DESCRIPTIONS OF ACTIVITIES,LYNN GETTENBERG,NONE,NONE,no,
10939828,Agee Family Foundation,TX,Houston,T20,IN WRITING,Richard Agee,NONE,NONE,no,
383465904,James A & Faith Knight Foundation,MI,Ann Arbor,T20,"GRANT APPLICATION FORM MADE AVAILABLE VIA THE FOUNDATION'S WEBSITE. APPLICATIONS TO INCLUDE EXECUTIVE SUMMARY GRANT PURPOSE, EXPECTED RESULTS, GRANT BUDGET, AND ENTITY BACKGROUND INFORMATION.",JAMES A AND FAITH KNIGHT FOUNDATION,OCTOBER 31ST,"GRANT PRIORITIES INCLUDE WOMEN AND GIRLS' NEEDS, ANIMALS AND ECOLOGICAL ISSUES, AND EFFORTS IMPACTING INTERNAL CAPACITY.",no,
821342410,Jack H Brown Family Foundation,CA,Riverside,B82,,,,,no,
461562521,Dona & Sam Scott Foundation,FL,Longboat Key,T22,NONE,DONA SCOTT,NONE,NONE,no,
946618012,Carl & Grace Baker Memorial Scholarship,CA,Stockton,,"THE APPLICATION FOR THIS SCHOLARSHIP CAN BE OBTAINED FROM THE BANK OF STOCKTON. THE APPLICATION NEEDS TO INCLUDE THE NAME OF THE APPLICANT, THE NAMES OF HIS OR HER PARENTS AS WELL AS THE STUDENT'S PRIOR EDUCATIONAL EXPERIENCE AND GRADES. ALSO REQIRED ARE THE NAMES AND AMOUNTS OF OTHER GRANTS AND SCHOLARSHIPS APPLIED FOR BY THE STUDENT.",JULIE M WATTS VP CLIENT MANAGER CAR,"APPLICATION PERIOD JANUARY 1 TO APRIL 30, DEADLINE MAY 1",THE LOANS HAVE A PRESET MAXIMUM LIMIT WHICH IS SET BY THE BOARD OF DIRECTORS EACH YEAR.,no,
300093017,Friends Of Fdn Foundation,NJ,Princeton,C300,BY LETTER WITH INFORMATION INDLUDING USE OF THE GIFT.,TED GROVER,,,no,
300093017,Friends Of Fdn Foundation,NJ,Princeton,C300,BY LETTER WITH INFORMATION INDLUDING USE OF THE GIFT.,TED GROVER,NONE,NONE,no,
300093017,Friends Of Fdn Foundation,NJ,Princeton,C300,BY LETTER WITH INFORMATION INDLUDING USE OF THE GIFT.,TED GROVER,,,no,
300093017,Friends Of Fdn Foundation,NJ,Princeton,C300,BY LETTER WITH INFORMATION INDLUDING USE OF THE GIFT.,TED GROVER,NONE,NONE,no,
262667384,Bcm Foundation,CA,Whittier,T22,"UNSOLICITED GRANT APPLICATIONS ARE NOT ACCEPTED; HOWEVER, CONCEPT PAPERS OF 2-3 PAGES ARE REVIEWED. INCLUDE PROGRAM DESCRIPTION AND BACKGROUND INFORMATION ON ORGANIZATION.",JAMES SHEPARD,NONE,NONE,no,
136794686,Paul Mackall & E E B Mackall Tr Pt 16276,IL,Chicago,,WRITTEN APPLICATION WITH PROPOSAL AND BUDGET FOR MEDICAL RESEARCH,JPMORGAN CHASE ATTN SARAH RUBIN,NONE,AWARDS ARE GIVEN FOR OPTHALMOLOGICAL RESEARCH,no,
351570077,Muncie Endurathon Inc,IN,Muncie,N70,"GRANT APPLICATION MUST BE SUBMITTED IN WRITING ON OFFICIAL GRANT REQUEST FORM PROVIDED. APPLICATION MUST INCLUDE PROOF OF 501(C)3 STATUS, ORGANIZATION NAME, ADDRESS, PHONE NUMBER, CONTACT PERSON, AMOUNT REQUESTED, SPECIFICS REGARDING GRANT GOALS/OBJECTIVES AND USE, A COPY OF THE ORGANIZATION BUDGET, IMPLEMENTATION PLAN, GRANT IMPLEMENTATION DATE, AND SPECIFIC DETAILS REGARDING GRANT USE. GRANT RECEPIENTS ARE REQUIRED TO SUBMIT A POST GRANT REPORT.",LARRY OTTINGER,NOVEMBER 1,"GRANTS ARE LIMITED IN AMOUNT TO 500-5,000 FOR 501(C)3 ORGANIZATIONS LOCATED IN DELAWARE, HENRY, OR RANDOLPH COUNTIES IN INDIANA. THE GRANTS MUST BE USED TO PROMOTE HEALTH AND WELLNESS, YOUTH PROGRAMS, EDUCATION, OR COMMUNITY BETTERMENT.",no,
256534799,Bernoswki Scholarship Trust Fund,PA,Pittsburgh,T20Z,COPY OF APPLICATION PROVIDED UPON REQUEST. AVAILABLE ONLINE _s://learnmore.scholarsapply.org/bernowski/,MARNE STOVER SCHOLARSHIP AMERICA,"APRIL, ANNUALLY. CHECK WEBSITE","The applicant shall be limited exclusively to public school students of Belle Vernon HS, Charleroi Area HS, and Ringgold HS. Students need, scholarship, and attitude are considered",no,
562615567,State Street Foundation Inc,MA,Boston,T20,SEE ATTACHED,SEE ATTACHED,SEE ATTACHED,SEE ATTACHED,no,
223765255,Coutts & Clark Foundation Inc,PA,E Stroudsburg,T22,NO SPECIFIC FORM - HOWEVER AN APPLICATION FORM MAY BE REQUESTED,WILLIAM CARSON AND COUTTS CLARK FOU,NONE,NONE,no,
341838148,Nehring Family Foundation,OH,Cleveland,T20Z,NONE SPECIFIED,FLOYD A TROUTEN,,,no,
260158564,Harbin Family Foundation Inc,GA,Martin,T20,"APPLICATIONS ARE OBTAINED FROM BARRON C. HARBIN, DIRECTOR",BARRON C HARBIN,NONE,"EDUCATIONAL SCHOLARSHIPS ARE AWARDED TO CHILDREN OF HARBIN LUMBER COMPANY, INC. EMPLOYEES WHO ARE HIGH SCHOOL SENIORS AND WHO PLAN TO ATTEND AN EDUCATIONAL INSTITUTION.",no,
