EIN_value,Name,Gross_Revenue,Net_Revenue,Tax_Period_Year,PDF_URL,City,State,NTEE_Code,Form_Type
10267492,Portland Chevra Kadisha A Maine Nonprofit Corp   T13 B,271686,41060,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F010267492_202111_990_2022040719832071.pdf,Portland,ME,X20Z,0
10267689,Katahdin Friends Inc,7063637,1341953,2021,,Millinocket,ME,P820,0
10267877,Kennebunk Beach Improvement Association,896686,74786,2021,,Kennebunk,ME,,0
10267988,Bristol Area Library Association,105458,27256,2021,,New Harbor,ME,,0
10268926,Topsham Public Library,1092279,292667,2021,,Topsham,ME,,0
10269009,Portland Board Of Realtors,359406,57398,2021,,Portland,ME,S47Z,0
10269301,Maine Association Of Realtors,1535466,548516,2021,,Augusta,ME,,0
10269460,Chewonki Foundation Inc,10204767,-168402,2021,,Wiscasset,ME,C600,0
10269721,Harraseeket Yacht Club,195768,7299,2021,,S Freeport,ME,,0
10269802,Girl Scouts Of Maine Inc,4772380,1045350,2021,,So Portland,ME,O42,0
10270194,Veterans Of Foreign Wars Of The United States Dept Of Maine,128812,-14351,2021,,York Beach,ME,,0
10270233,Blue Hill Society For Aid To Children Inc,322082,81223,2021,,Blue Hill,ME,N20Z,0
10270690,Natural Resources Council Inc,6085741,3056383,2022,,Augusta,ME,C300,0
10271210,Husson University,80358299,6760229,2021,,Bangor,ME,B500,0
10271477,Maine Maritime Museum,3611205,463832,2021,,Bath,ME,A500,0
10271579,Southwest Harbor Tremont Nursing Service Inc,480615,85464,2021,,Southwest Hbr,ME,,0
10271792,Bearnstow,212074,122649,2021,,Mount Vernon,ME,N20,0
10272150,Harbor House Community Service Center,1095406,179732,2021,,Southwest Hbr,ME,S200,0
10272879,Skills Inc,10255548,1739053,2021,,Saint Albans,ME,P820,0
10273431,Centerboard Yacht Club,220279,29161,2021,,S Portland,ME,,0
10273431,Centerboard Yacht Club,220279,29161,2021,,S Portland,ME,,0
10274746,Central Maine Bible Conference,382608,-139326,2021,,Brooks,ME,X21Z,0
10274898,Hope Association,5019134,572902,2022,,Rumford,ME,E200,0
10274998,Mount St Joseph,13297899,-752939,2021,,Livonia,MI,E910,0
10275026,Belfast Curling Club Inc,242992,-118037,2022,,Belfast,ME,A20,0
10275130,Unity Environmental University,27891270,5288475,2021,,New Gloucester,ME,B42Z,0
10275156,Western Maine Community Action Inc,7908915,80336,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010275156_202108_990_2022080220263651.pdf,East Wilton,ME,P200,0
10275159,Junior Achievement Of Maine Inc,661332,107428,2022,,Portland,ME,Q320,0
10275447,Childrens Center Early Intervention And Family Support,4439788,949452,2022,,Augusta,ME,G23Z,0
10275545,Lonesome Pine Trails Inc,401410,-120343,2021,,Fort Kent,ME,,0
10275734,Associated General Contractors Of Maine,873963,59301,2021,,Augusta,ME,,0
10275734,Associated General Contractors Of Maine,873963,59301,2021,,Augusta,ME,,0
10275875,Mch Inc,1437298,367462,2021,,Rockland,ME,L22Z,0
10276098,Madawaska Public Library,45336,-13843,2022,,Madawaska,ME,B71Z,0
10276272,Greater Portland Landmarks Inc,416195,12711,2021,,Portland,ME,A82Z,0
10276859,Aroostook Mental Health Services Inc,24033044,3559559,2021,,Presque Isle,ME,F80,0
10277678,Kennebec Valley Community Action Program,41018551,2894286,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010277678_202109_990_2022082920302802.pdf,Waterville,ME,P200,0
10277845,Stanwood Wildlife Sanctuary,115141,50709,2021,,Ellsworth,ME,D340,0
10278130,Memorial Ambulance Corps Isle Au Haut Stonington Deer Isle,365379,29232,2021,,Deer Isle,ME,E62Z,0
10278395,Woodfords Family Service,36465074,1961605,2021,,Westbrook,ME,B28Z,0
10278440,Unity Volunteer Ambulance Corp,535782,316561,2021,,Unity,ME,,0
10278623,Androscoggin Valley Council Of Governments,19647189,720532,2021,,Auburn,ME,W200,0
10279306,Maine State Bar Association,1324568,180100,2021,,Augusta,ME,,0
10279335,Pierre Monteux Memorial Foundation,443356,170159,2021,,Hancock,ME,A6E0,0
10279387,Pine Tree Legal Assistance Inc,7436990,379585,2021,,Portland,ME,I80Z,0
10279587,Waypoint Maine Inc,26077048,5997700,2022,,Sanford,ME,P820,0
10280221,Community Living Association,10369131,1414716,2021,,Houlton,ME,P820,0
10280225,Catholic Charities Maine,26102567,559202,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010280225_202109_990_2022082220290692.pdf,Portland,ME,P200,0
10280430,Housing Inc Fort Kent,425758,-107823,2021,,Fort Kent,ME,,0
10280723,Creative Works,25040215,2142723,2021,,Westbrook,ME,J300,0
10281420,Fort Kent Golf Club,216026,27631,2021,,Fort Kent,ME,,0
10281558,Paris Public Library Association,259568,42026,2022,,South Paris,ME,B71Z,0
10281875,Eastern Maine Development Corporation,64676194,3630325,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010281875_202109_990_2022082220291548.pdf,Bangor,ME,S300,0
10282197,Guilford Development Corp,333921,-4070,2021,,Guilford,ME,,0
10282632,Bangor Half Way House Inc,112124,-6593,2021,,Bangor,ME,F34Z,0
10282701,Center For Maine Contemporary Art,754373,78775,2021,,Rockland,ME,A510,0
10282853,Bangor Historical Society,68194,26534,2021,,Bangor,ME,,0
10283465,Waterville Area Ymca,287222,-279617,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F010283465_202103_990_2022030919707419.pdf,Waterville,ME,P27Z,0
10283794,Maine Health Care Assoc,916675,44131,2021,,Augusta,ME,,0
10284115,Main Idea Inc,461904,201946,2021,,Mamaroneck,NY,,0
10284221,Lubec Memorial Library,57998,4655,2021,,Lubec,ME,B70Z,0
10284340,Goodwill Industries Of Northern New England,85182880,8420191,2022,,Gorham,ME,J32Z,0
10284446,Redington Fairview General Hospital,121328814,5545884,2021,,Skowhegan,ME,E220,0
10285070,American Civil Liberties Union Of Maine,447658,277692,2021,,Portland,ME,,0
10285190,Smith Tobey Post N0 Twenty One Of Dept Of Maine American Legion Inc,184378,-76839,2021,,Bath,ME,W30,0
10285449,Southern Kennebec Child Development Corporation,5060719,64363,2022,,Farmingdale,ME,,0
10285528,Levey Day School,496486,-128216,2022,,Portland,ME,,0
10285528,Levey Day School,496486,-128216,2022,,Portland,ME,,0
10285920,East Grand Health Center Inc,1141613,334387,2022,,Danforth,ME,E30Z,0
10286541,Maine Dental Service Corporation,148164665,4409609,2021,,Concord,NH,,0
10287022,Theater At Monmouth,639652,106610,2021,,Monmouth,ME,A650,0
10287624,H O M E Inc,2284594,-160725,2021,,Orland,ME,,0
10287775,School Around Us,310859,8525,2022,,Arundel,ME,,0
10287814,Caribou Country Club,212114,44131,2021,,Caribou,ME,,0
10288347,Main Automobile Dealers Assoc Inc Insurance Trust 180 Civic Center D,30529712,2160818,2021,,Augusta,ME,E81Z,0
10288363,Crisis And Counseling Centers Inc,6825944,-28364,2021,,Augusta,ME,F40,0
10288480,Three Rivers Ambulance Service,423584,98564,2021,,Milo,ME,,0
10288542,International Brotherhood Of Electrical Workers,763071,-55994,2021,,Augusta,ME,,0
10288757,Downeast Community Partners Inc,17458657,1080534,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010288757_202109_990_2022082920302944.pdf,Ellsworth,ME,P300,0
10309364,Deering Memorial Post 6859 Vfw Inc,44427,-46459,2021,,Portland,ME,,0
10311701,Isle Au Haut Electric Power Co,166645,30327,2021,,Isle Au Haut,ME,Y22,0
10313050,First Parish Cemetery Assoc  York Cemetery ,251821,48992,2021,,York,ME,Y52Z,0
10313213,York Golf & Tennis Club,3575691,597506,2021,,York,ME,,0
10315000,Portland Electrical Joint Apprenticeship & Training Fund,619076,216429,2021,,Lewiston,ME,J22Z,0
10315000,Portland Electrical Joint Apprenticeship & Training Fund,619076,216429,2021,,Lewiston,ME,J22Z,0
10315296,Avesta Housing Development Corporation,13114873,2746733,2021,,Portland,ME,L210,0
10315732,Midcoast Maine Community Action,7409207,-70296,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010315732_202109_990_2022082220292185.pdf,Bath,ME,P200,0
10315847,Halfway House Inc,1227000,300069,2021,,Portland,ME,I31Z,0
10315849,Aroostook County Action Program Inc,27966119,-191970,2021,,Presque Isle,ME,I720,0
10315923,Brooksville Free Public Library Inc,86381,25906,2021,,Brooksville,ME,,0
10315931,Coastal Opportunities,5390551,639322,2022,,Camden,ME,,0
10316813,Tri County Mental Health Services,15678818,2093274,2021,,Lewiston,ME,E99Z,0
10316964,Riley School Inc,700555,-29332,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F010316964_202106_990_2022041519864259.pdf,Rockport,ME,B24Z,0
10316968,Islesboro Historical Society,65089,21954,2021,,Islesboro,ME,,0
10317033,Maine Campground Owners New Southwick Assoc,376893,375,2021,,Auburn,ME,,0
10317103,Seniorsplus,30332284,1292462,2021,,Lewiston,ME,P810,0
10317232,United Society Of Shakers,795168,284223,2021,,New Gloucestr,ME,X21Z,0
10317317,Fraternal Order Of Eagles,584485,306392,2022,,Brewer,ME,,0
10317317,Fraternal Order Of Eagles,584485,306392,2022,,Brewer,ME,,0
10317540,Swans Island Educational Society,56857,-23605,2021,,Swans Island,ME,,0
10317602,Oceanview Manor Inc,329343,-27675,2021,,Ocean Park,ME,L22Z,0
10317679,Family Planning Association Of Maine Inc,9615005,522276,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F010317679_202106_990_2022041119849548.pdf,Augusta,ME,E42,0
10317698,Calais Methodist Home Inc,780056,-202962,2021,,Calais,ME,L22,0
10317899,Dover Foxcroft Housing Development Corporation,534826,52015,2021,,Bangor,ME,,0
10318051,Central Maine Area Agency On Aging,11551874,818425,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010318051_202109_990_2022082220290267.pdf,Augusta,ME,P81Z,0
10318746,Belfast Chamber Of Commerce,210498,1887,2021,,Belfast,ME,,0
10318796,Chebeague Transportation Co,1586544,318936,2021,,Chebeague Is,ME,W40,0
10318866,Peabody Memorial Library,43415,-6611,2021,,Jonesport,ME,,0
10319131,Sigma Delta Pi,161805,67558,2021,,Charleston,SC,O20,0
10319421,University Of Maine Student Government Inc,786725,-470573,2022,,Orono,ME,,0
10319524,Maine Preservation,459368,-41296,2022,,Yarmouth,ME,A82Z,0
10319802,Spurwink Services Incorporated,75292345,71815,2021,,Portland,ME,,0
10320500,Evergreen Cemetery Assoc,48458,38106,2021,,Alfred,ME,Y52Z,0
10322531,Aroostook Area Agency On Aging Inc,4133550,-194849,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F010322531_202109_990_2022030219678480.pdf,Presque Isle,ME,P81Z,0
10322532,Day One,5088545,224501,2021,,S Portland,ME,F20Z,0
10322800,Maine Lakes Society,248173,25443,2021,,Yarmouth,ME,C32,0
10323144,Greater Portland Christian School Association,1072804,-15535,2022,,S Portland,ME,,0
10323280,Penquis Mental Health Association,163692,-677100,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010323280_202109_990_2022082220291007.pdf,Bangor,ME,F30Z,0
10323915,Ambulance Service Inc,830207,-41921,2021,,Fort Kent,ME,,0
10324012,Maine Right To Life Committee,39559,-47635,2021,,Auburn,ME,,0
10324705,Susan L Curtis Charitable Foundation,1136859,375631,2021,,Portland,ME,N20I,0
10325912,Mattanawcook Terrace Housing Corp,213603,528,2021,,Bangor,ME,,0
10327007,Bethel Historical Society,147176,-34958,2021,,Bethel,ME,,0
10327898,Corinna Housing Corporation,250805,30216,2021,,Corinna,ME,,0
10328017,Augusta Regional Church Housing Corp Beta,1146562,10773,2021,,Augusta,ME,,0
10328376,Eastern Agency On Aging,4195545,187193,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F010328376_202109_990_2022041519863657.pdf,Brewer,ME,P81Z,0
10329300,Rumford Group Home Inc,1248152,161496,2021,,Rumford,ME,P730,0
10329748,Waldoboro Public Library,316289,155861,2021,,Waldoboro,ME,B71Z,0
10329792,Delta Ambulance Corp,8967253,-210637,2021,,Waterville,ME,E62Z,0
10331180,Downeast Horizons Inc,8605569,760501,2021,,Bar Harbor,ME,F80,0
10332058,Hancock County Auditorium Associates,264189,-40454,2021,,Ellsworth,ME,A610,0
10332278,Bradford Housing Corporation,190595,-27887,2021,,Bangor,ME,,0
10332352,Patten Housing Corp,246850,-2864,2021,,Patten,ME,L22Z,0
10332353,Corinth Housing Corporation,222861,22267,2021,,Corinth,ME,,0
10332769,Freeport Community Services Inc,1661826,139300,2021,,Freeport,ME,P20L,0
10333304,Fox Islands Electric Cooperative Inc,2614892,0,2021,,Vinalhaven,ME,,0
10338987,Maine Association Of Broadcasters,336829,84983,2021,,Portland,ME,,0
10339295,Maine Humanities Council,1537250,55873,2021,,Portland,ME,A70,0
10339489,Saint Josephs Manor,12186312,-2329728,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010339489_202109_990_2022082220292490.pdf,Portland,ME,E91,0
10339631,Biddeford Youth Hockey Association,268310,-83246,2022,,Biddeford,ME,N68Z,0
10339744,Lovell Historical Society,139339,84013,2021,,Lovell,ME,A800,0
10339851,Regional Transportation Program Inc,5095782,2169474,2021,,Westbrook,ME,P52Z,0
10339969,Maine Society Of Certified Public Accountants,175581,4640,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010339969_202105_990O_2022080320268392.pdf,Portland,ME,B50C,0
10340111,East Millinocket Housing Corp,451440,21800,2021,,E Millinocket,ME,L21,0
10340560,Yarmouth Senior Housing Inc,193834,-8014,2021,,Yarmouth,ME,,0
10340713,Kennebec Montessori School,1023084,120595,2021,,Fairfield,ME,,0
10341134,Lake Arrowhead Community Inc,1857850,-14986,2022,,N Waterboro,ME,,0
10342167,Phillips Strickland House Corporation,2117015,-368432,2021,,Bangor,ME,L22Z,0
10342249,International Association Of Fire Fighters,300913,64486,2021,,Etna,ME,,0
10342356,Western Maine Transportation Services Inc,7097683,1627270,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010342356_202109_990_2022082920303757.pdf,Auburn,ME,P52Z,0
10342399,St Andre Health Care Facility,11093505,735129,2021,,Biddeford,ME,,0
10342515,Motivational Services Inc,15890750,359629,2022,,Augusta,ME,F34Z,0
10342596,Bar Harbor Historical Society Inc,570599,217840,2021,,Bar Harbor,ME,,0
10342762,Androscoggin Historical Society,163848,105787,2022,,Auburn,ME,A80,0
10342874,Amvets,143780,-5585,2021,,Biddeford,ME,,0
10343289,Maine State Troopers Association,174800,27661,2021,,Augusta,ME,,0
10343396,St Louis Alumni Association Inc,549036,519671,2021,,Biddeford,ME,B19,0
10343943,Sexual Assault Response Services Of Southern Maine,1276914,158020,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010343943_202109_990_2022082220289470.pdf,Portland,ME,F42Z,0
10344605,Waterville Area Boys & Girls Club,2136190,538857,2021,,Waterville,ME,O230,0
10344891,Franklin County Animal Shelter,443410,85323,2021,,Farmington,ME,D200,0
10345195,Sacopee Rescue Unit Inc,537128,53686,2021,,Parsonsfield,ME,,0
10345239,St Albans Housing Corporation,127033,-18797,2021,,Bangor,ME,,0
10345660,Boothbay Region Ambulance Service,1547199,45423,2021,,Boothbay,ME,E62Z,0
10346174,Penobscot County Conservation Assoc Inc,45405,457,2022,,Brewer,ME,,0
10346260,Portland Education Association,512254,10915,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F010346260_202108_990O_2022071820228672.pdf,S Portland,ME,,0
10346358,United Steelworkers,508344,-70001,2021,,Skowhegan,ME,,0
10346613,Northeast Occupational Exchange Inc,1550523,-111094,2021,,Bangor,ME,J300,0
10346712,Benevolent & Protective Order Of Elks Of The Usa,271377,51343,2021,,Skowhegan,ME,,0
10346779,Norridgewock Housing Corp,198951,17288,2021,,Norridgewock,ME,,0
10346944,Freeport Historical Society,353719,190921,2021,,Freeport,ME,,0
10347068,Poland Spring Preservation Society,165845,54986,2021,,Poland Spring,ME,,0
10347202,Hill Street Terrace Housing Corp,1256101,-28689,2021,,Portland,ME,L22Z,0
10347203,Maple Grove Elderly Housing Corporation,2128968,132438,2021,,Portland,ME,L22Z,0
10347381,Sacopee Valley Health Center,7807363,1016818,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F010347381_202105_990_2022031619759499.pdf,Porter,ME,E39Z,0
10347504,Coastal Enterprises Inc,43453136,14815355,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010347504_202109_990_2022082920302624.pdf,Brunswick,ME,L21,0
10348331,Chocolate Church Arts Center,191703,-12173,2021,,Bath,ME,A610,0
10348709,Ogunguit Chamber Of Commerce,384833,52991,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010348709_202110_990O_2022080220262209.pdf,Ogunquit,ME,S30,0
10349310,Independence Advocates Of Maine Inc,5230065,148628,2021,,Orono,ME,P700,0
10349706,Onpoint Health Data,11148427,1170435,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F010349706_202109_990_2022030919705382.pdf,Portland,ME,E00L,0
10350683,Penobscott County Conservation Inc Trust Fund,37773,95,2022,,Brewer,ME,T900,0
10350683,Penobscott County Conservation Inc Trust Fund,37773,95,2022,,Brewer,ME,T900,0
10350707,Portland Ovations,933855,169779,2021,,Portland,ME,A600,0
10351077,Maine Cancer Foundation,2342673,-230626,2021,,Falmouth,ME,H30Z,0
10351143,Belfast Free Library,270208,128053,2021,,Belfast,ME,B71Z,0
10351334,Yarmouth Historical Society,650016,388202,2021,,Yarmouth,ME,,0
10351782,Disability Rights Center Of Maine,3386779,104403,2021,,Augusta,ME,I80Z,0
10351795,Belgrade Regional Health Center Inc,196316,119919,2022,,Belgrade Lks,ME,E32Z,0
10351796,City Theater Associates Inc 205 Main St,120631,-11141,2021,,Biddeford,ME,A600,0
10352258,Childrens Museum And Theatre Of Maine,2889070,1852555,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F010352258_202106_990_2022071120201360.pdf,Portland,ME,A52,0
10352474,Scarborough Land Conservation Trust,453580,185161,2021,,Scarborough,ME,C340,0
10352636,Through These Doors,2935421,-35807,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F010352636_202109_990_2022082220291717.pdf,Portland,ME,P43Z,0
10352658,Safe Voices,3457654,571057,2021,,Auburn,ME,,0
10353275,Martins Point Health Care Inc,550950857,72110938,2021,,Portland,ME,E320,0
10353284,Mattawamkeag Housing Corp,171156,-14377,2021,,Bangor,ME,,0
10353352,New Marblehead Seniors Housing Corporation,234821,-31791,2021,,Portland,ME,,0
10353682,Learning Works,2609537,10504,2021,,Portland,ME,P280,0
10353744,Christian Fellowship Inc,206367,-30764,2021,,New Gloucestr,ME,,0
10354589,Eastport Health Care Inc,6590020,134452,2022,,Eastport,ME,E320,0
10355157,South Berwick Rod & Gun Association,87332,-6303,2021,,South Berwick,ME,N61,0
10355212,Maine State Music Theatre,4143625,385056,2021,,Brunswick,ME,A650,0
10355563,Maine Development Foundation,2681444,-99196,2021,,Hallowell,ME,S30Z,0
